ID;type;RUIAN;name;partOf;latitude;longitude
19164;5;182371;Vinoř;3903;50.1464;14.5786
19165;5;182401;Vintířov;5377;50.233932;12.717563
19166;5;182397;Vintířov;3423;49.398611;14.989722
19167;5;182443;Vintířov;4119;50.304722;13.273333
19168;5;155969;Virt;4707;49.263611;13.87
19169;5;149586;Vitanovice;4484;49.586667;14.760833
19170;5;119181;Vitanovice;3999;50.598333;15.065833
19171;5;182729;Viteň;4751;49.287222;13.259444
19172;5;182851;Vitice;6285;49.5431;15.2419
19173;5;182834;Vitice;5378;50.031069;14.914572
19174;5;74071;Vitice;2225;49.159444;14.114167
19175;5;182931;Vitinka;3550;49.786667;13.566944
19176;5;182915;Vitiněves;5379;50.393357;15.378296
19177;5;123170;Vitín;3890;49.587778;14.361944
19178;5;182885;Vitín;5380;49.089563;14.545888
19179;5;154601;Vitíněves;4657;49.031389;15.235833
19180;5;182630;Vitčice;5381;49.311851;17.240873
19181;5;178012;Vitčice;5245;50.284722;13.341667
19182;5;182672;Vitějovice;5382;49.046474;14.07338
19183;5;412210;Vizovice;5383;49.222868;17.854558
19184;5;14567;Vičice;607;50.370833;13.434444
19185;5;182591;Višňová;5385;50.966688;15.025069
19186;5;182541;Višňová;5386;49.705876;14.145519
19187;5;121711;Višňová;5384;49.219072;14.841253
19188;5;182605;Višňové;5387;48.982454;16.15026
19189;5;98451;Višňáry;3067;49.872778;16.264722
19190;5;183202;Vižina;5388;49.857276;14.104682
19191;5;93726;Vižňov;2913;50.648056;16.240278
19192;5;183253;Vlachnovice;1845;48.91;14.716389
19193;5;88897;Vlachov;2736;49.82;16.908056
19194;5;183261;Vlachova Lhota;5389;49.149864;17.953454
19195;5;183270;Vlachovice;5391;49.123769;17.940021
19196;5;141101;Vlachovice;5390;49.597074;16.041201
19197;5;183296;Vlachovo Březí;5392;49.081441;13.958433
19198;5;408468;Vlachové;3556;50.665833;14.915556
19199;5;183237;Vladislav;5393;49.210211;15.988318
19200;5;91511;Vladměřice;2862;49.974167;13.260833
19201;5;106950;Vladořice;6334;50.072778;13.212222
19202;5;71439;Vladyčín;2149;49.54277;14.308357
19203;5;183300;Vlasatice;5394;48.933778;16.484426
19204;5;183318;Vlasenice;2513;49.304167;15.124722
19205;5;90174;Vlaské;2833;50.089722;16.893611
19206;5;113255;Vlastec;5395;49.365649;14.211723
19207;5;183431;Vlastiboř;5397;50.664927;15.311821
19208;5;183415;Vlastiboř;5396;49.25801;14.636752
19209;5;183466;Vlastibořice;5398;50.618774;15.052104
19210;5;38130;Vlastislav;1251;50.140833;12.263889
19211;5;183482;Vlastislav;5399;50.497051;13.955526
19212;5;193861;Vlastišov;5803;49.645556;14.810833
19213;5;150371;Vlastkovec;4509;49.0275;15.336111
19214;5;37419;Vlastějov;1242;49.199167;13.428889
19215;5;183385;Vlastějovice;5400;49.731363;15.174838
19216;5;183211;Vlačice;5401;49.943096;15.43755
19217;5;401633;Vlašim;5402;49.706391;14.898854
19218;5;183601;Vlaštovičky;3526;49.964722;17.824167
19219;5;73563;Vletice;2276;49.604722;14.310833
19220;5;146731;Vlhlavy;4373;49.051111;14.294167
19221;5;196495;Vlhošť;6294;50.346944;15.420833
19222;5;28673;Vliněves;953;50.373056;14.447222
19223;5;183971;Vlkaneč;5403;49.806438;15.403172
19224;5;107794;Vlkanov;5405;49.488644;12.80522
19225;5;183997;Vlkanov;5404;49.71568;15.356786
19226;5;183946;Vlkančice;5406;49.901957;14.897183
19227;5;184012;Vlkava;5407;50.271397;14.961404
19228;5;138291;Vlkaň;4119;50.32039;13.244934
19229;5;184021;Vlkonice;452;49.300556;13.588056
19230;5;189634;Vlkonice;2396;49.735;14.491389
19231;5;176109;Vlkonice;5192;49.13;13.728889
19232;5;26867;Vlkosovice;5995;49.340278;14.957222
19233;5;184071;Vlkov;5411;50.312663;15.898469
19234;5;184080;Vlkov;5410;49.324416;16.200312
19235;5;158704;Vlkov;4768;49.585;16.530556
19236;5;18295;Vlkov;5941;49.813333;14.832222
19237;5;25453;Vlkov;1161;50.183889;13.568333
19238;5;105163;Vlkov;3295;50.480278;15.501944
19239;5;402524;Vlkov;923;50.504444;14.571111
19240;5;152714;Vlkov;4604;49.620833;13.577222
19241;5;31852;Vlkov;5408;49.113418;14.522178
19242;5;184063;Vlkov;5409;49.151259;14.725242
19243;5;3174;Vlkov nad Lesy;580;50.205;15.386111
19244;5;184098;Vlkov pod Oškobrhem;5412;50.156053;15.220487
19245;5;52078;Vlkovec;697;49.868611;14.822222
19246;5;184110;Vlkovice;5413;49.948932;12.739073
19247;5;193925;Vlkovice;2645;48.978056;14.643333
19248;5;413569;Vlkovice;1208;49.723056;17.849028
19249;5;191540;Vlková;5717;49.831389;15.046111
19250;5;184039;Vlkoš;5414;48.989617;17.163561
19251;5;184055;Vlkoš;5415;49.395792;17.419035
19252;5;3875;Vlkošov;198;50.011111;13.113333
19253;5;184179;Vlksice;5416;49.480985;14.441224
19254;5;406520;Vlkýš;1276;49.7175;13.093333
19255;5;38717;Vlkýš I;1276;49.7175;13.0933
19256;5;89991;Vlásenice;1819;49.466667;14.565556
19257;5;183326;Vlásenice;3687;49.419167;15.166111
19258;5;19399;Vlásenice-Drbohlavy;3687;49.348889;15.181389
19259;5;21644;Vlásenka;6040;50.546667;16.165556
19260;5;183610;Vlčatín;5417;49.305886;15.948941
19261;5;183628;Vlčetín;6320;49.2325;15.156111
19262;5;3905;Vlčetín;531;50.6825;15.017222
19263;5;105333;Vlčetínec;5418;49.264553;15.054546
19264;5;183644;Vlčeves;5419;49.357093;14.900533
19265;5;183814;Vlčice;5420;50.345294;17.046025
19266;5;158119;Vlčice;4810;49.148056;15.156944
19267;5;183776;Vlčice;5421;50.562636;15.821674
19268;5;183750;Vlčice;234;49.57;13.549722
19269;5;183831;Vlčkov;5422;49.907609;16.350022
19270;5;12866;Vlčkovice;3248;49.6325;14.716389
19271;5;183857;Vlčkovice;2990;50.089167;16.5975
19272;5;132934;Vlčkovice;3907;50.185278;15.753889
19273;5;68454;Vlčkovice;2052;49.320833;13.436667
19274;5;183849;Vlčková;5424;49.310521;17.763336
19275;5;155047;Vlčnov;4666;49.581111;17.95
19276;5;183881;Vlčnov;5708;49.340278;13.458611
19277;5;112097;Vlčnov;766;49.930278;15.83
19278;5;183890;Vlčnov;5425;49.009902;17.581831
19279;5;183903;Vlčovice;2080;49.595;18.188611
19280;5;183911;Vlčtejn;5426;49.614715;13.495702
19281;5;51764;Vlčí;685;50.332778;13.852778
19282;5;183652;Vlčí;5427;49.511987;13.360289
19283;5;181340;Vlčí Doly;5639;49.293611;17.260556
19284;5;183687;Vlčí Důl;6039;50.665;14.620833
19285;5;183695;Vlčí Habřina;5428;50.08588;15.596016
19286;5;183717;Vlčí Hora;2277;50.932778;14.462222
19287;5;404497;Vlčí Hory;4641;49.495833;15.37
19288;5;79979;Vlčí Jámy;2467;48.920278;13.776667
19289;5;183733;Vlčí Pole;955;50.415;15.136111
19290;5;301558;Vnarovy;5366;49.089444;13.779722
19291;5;412503;Vnitřní Město;5135;49.2158;15.8808
19292;5;406392;Vnitřní Město;3762;49.754444;13.379167
19293;5;403938;Vnitřní Město;6056;48.810278;14.32
19294;5;411230;Vnitřní Město;5039;50.559722;15.915
19295;5;404519;Vnitřní Město;3986;49.306389;14.145
19296;5;184187;Vnorovice;4644;49.035833;15.443611
19297;5;184209;Vnorovy;5429;48.930975;17.350499
19298;5;184420;Vochov;5430;49.757078;13.278655
19299;5;184276;Vodice;5431;49.464377;14.909015
19300;5;80918;Vodice;2500;48.991944;14.18
19301;5;1287;Vodná;202;50.105278;12.848333
19302;5;62634;Vodná;1878;49.276111;15.068889
19303;5;27626;Vodní Újezd;919;49.657778;13.257778
19304;5;184365;Vodochody;5432;50.206884;14.397902
19305;5;156299;Vodochody;4716;50.358056;14.251389
19306;5;184403;Vodokrty;6114;49.590556;13.387222
19307;5;74462;Vodranty;5433;49.89042;15.336358
19308;5;116301;Vodslivy;5434;49.849614;14.837249
19309;5;184241;Voděrady;5437;49.481526;16.557922
19310;5;184233;Voděrady;5435;49.949629;16.285119
19311;5;184225;Voděrady;5436;50.208725;16.153213
19312;5;89117;Voděrady;2753;50.336667;14.944722
19313;5;404624;Voděrady;804;49.533611;14.411111
19314;5;4171;Voděrady;518;50.421944;13.515556
19315;5;35246;Voděrady;1207;50.636667;15.163056
19316;5;145521;Voděrádky;6146;49.9775;14.638333
19317;5;301795;Vodňanské Svobodné Hory;5438;49.131389;14.123611
19318;5;405027;Vodňany I;5438;49.146389;14.171667
19319;5;405035;Vodňany II;5438;49.143333;14.180556
19320;5;184411;Vohančice;5439;49.321624;16.393878
19321;5;105635;Vojenice;5436;50.218333;16.1325
19322;5;415791;Vojenice;1961;49.904444;13.6325
19323;5;120065;Vojetice;3718;49.219722;13.434722
19324;5;142441;Vojetín;4275;49.509444;16.217222
19325;5;195138;Vojetín;940;50.489444;14.647778
19326;5;123676;Vojice;3777;50.392778;15.5075
19327;5;184489;Vojkov;5440;49.652292;14.519847
19328;5;184560;Vojkovice;5442;49.051408;16.608211
19329;5;184578;Vojkovice;5443;49.682324;18.46805
19330;5;184527;Vojkovice;5444;50.296207;14.375303
19331;5;184551;Vojkovice;5441;50.303422;13.016278
19332;5;74357;Vojnice;5454;49.225833;13.707222
19333;5;70998;Vojnice;2183;50.423611;13.941667
19334;5;184586;Vojnice;5101;49.597222;17.141111
19335;5;71005;Vojničky;2183;50.428333;13.930556
19336;5;186155;Vojníkov;5445;49.353759;14.177082
19337;5;182451;Vojnín;4119;50.279444;13.245
19338;5;184608;Vojnův Městec;5446;49.679498;15.878329
19339;5;184616;Vojovice;3247;49.463889;13.5025
19340;5;184624;Vojslavice;5447;49.593161;15.229006
19341;5;194671;Vojslavice;6228;49.038889;13.896111
19342;5;67440;Vojslavice;504;49.6875;14.724167
19343;5;184632;Vojtanov;5448;50.16847;12.317441
19344;5;183822;Vojtovice;5420;50.316667;17.016667
19345;5;90182;Vojtíškov;2833;50.103333;16.875556
19346;5;84875;Vojtěchov;2791;49.567778;16.161944
19347;5;184659;Vojtěchov;5449;49.78859;15.973552
19348;5;50270;Vojtěchov;1632;49.651667;16.907778
19349;5;100307;Vojtěchov;3157;50.461944;14.600278
19350;5;55956;Vojtěšice;1676;50.691667;15.448333
19351;5;23655;Vojtěšín;5907;49.918889;13.1125
19352;5;169579;Vokov;5114;50.110278;12.432222
19353;5;144657;Vokov;5450;49.395588;15.219814
19354;5;400441;Vokovice;3903;50.098889;14.344167
19355;5;123773;Vokšice;3782;50.4275;15.3225
19356;5;184667;Volanice;5451;50.335587;15.398358
19357;5;169111;Volanov;5039;50.558056;15.884722
19358;5;404934;Volary;5452;48.908903;13.886581
19359;5;138436;Volavec;4123;50.57;15.242222
19360;5;401455;Volavka;3912;49.633333;14.914444
19361;5;183393;Volavá Lhota;5400;49.734444;15.205833
19362;5;184772;Volduchy;5453;49.77616;13.623101
19363;5;184829;Volenice;5455;49.547859;13.883709
19364;5;184837;Volenice;5454;49.252484;13.747907
19365;5;123111;Volenice;3888;50.391667;13.931111
19366;5;184853;Voletice;2758;49.906667;16.038333
19367;5;184870;Voletiny;5039;50.583611;15.938889
19368;5;125237;Volevčice;5457;50.434975;13.690478
19369;5;184888;Volevčice;5456;49.211035;15.444644
19370;5;184799;Voleč;5458;50.117398;15.572769
19371;5;184900;Volfartice;5459;50.730173;14.453033
19372;5;184926;Volfířov;5460;49.106877;15.370265
19373;5;73504;Volichov;2275;49.619804;15.443974
19374;5;132764;Volovice;3900;49.002222;13.975278
19375;5;178446;Volovka;5259;50.355556;16.006111
19376;5;184934;Voltuš;4289;49.591389;13.840833
19377;5;66630;Voltýřov;1988;49.543889;14.198056
19378;5;184951;Volyně;5461;49.16587;13.886257
19379;5;187801;Volyně;5617;50.448611;13.212222
19380;5;184675;Volárna;5462;50.091834;15.240518
19381;5;141852;Volárna;4254;49.890833;17.488333
19382;5;159743;Volšovy;4849;49.213889;13.489722
19383;5;184985;Vonoklasy;5463;49.950195;14.276758
19384;5;148121;Vonšov;4440;50.156111;12.379167
19385;5;401650;Voračice;5440;49.661389;14.553056
19386;5;67539;Vorklebice;2026;50.621111;15.012222
19387;5;185001;Vortová;5464;49.713084;15.936282
19388;5;75612;Vosná;6164;49.584167;14.805278
19389;5;164640;Vosí;6235;49.459722;13.3175
19390;5;401668;Votice;5465;49.640199;14.63813
19391;5;5967;Votuz;285;50.357222;15.7
19392;5;318515;Vozerovice;4376;49.612222;14.519167
19393;5;185051;Voznice;5466;49.81723;14.216599
19394;5;159689;Vrabcov;4849;49.213611;13.523611
19395;5;185167;Vraclav;5467;49.968077;16.090029
19396;5;46124;Vraclávek;1534;50.125278;17.568056
19397;5;23604;Vracov;3763;49.391389;13.436389
19398;5;185175;Vracov;5468;48.975243;17.210998
19399;5;42625;Vracovice;5470;48.902169;15.898692
19400;5;185191;Vracovice;5469;49.662525;14.932259
19401;5;185230;Vrahovice;3933;49.480833;17.148333
19402;5;143138;Vrahožily;4295;50.599722;13.926667
19403;5;121061;Vranice;3997;49.6067;15.2122
19404;5;191558;Vranice;5717;49.801667;15.004167
19405;5;185400;Vranov;5473;49.309284;16.613794
19406;5;185396;Vranov;5472;49.764487;13.041966
19407;5;185353;Vranov;5471;49.853382;14.776973
19408;5;97489;Vranov;3011;49.478889;12.736667
19409;5;401684;Vranov;5465;49.6425;14.593056
19410;5;95281;Vranov;2969;50.665833;14.7525
19411;5;32221;Vranov;1082;49.303889;14.350833
19412;5;17990;Vranov;828;49.818333;15.840278
19413;5;185418;Vranov nad Dyjí;5474;48.894746;15.812699
19414;5;185507;Vranovice;5475;49.62271;13.899013
19415;5;185515;Vranovice;5476;48.966025;16.606606
19416;5;13579;Vranovice;585;49.845278;13.555
19417;5;185531;Vranovice;5477;49.403611;17.1
19418;5;411043;Vranovsko;5330;50.549444;15.335556
19419;5;185361;Vranovská Lhota;5471;49.846389;14.760833
19420;5;185558;Vranovská Ves;5478;48.951536;15.918488
19421;5;185434;Vranová;5479;49.55407;16.524788
19422;5;185469;Vranová Lhota;5480;49.710665;16.825301
19423;5;90328;Vranové 1.díl;2836;50.631389;15.193056
19424;5;90336;Vranové 2.díl;2836;50.639167;15.188889
19425;5;185311;Vrané nad Vltavou;5481;49.935932;14.377124
19426;5;79766;Vraník;2460;49.845833;14.919444
19427;5;185329;Vranín;3057;49.065;15.731944
19428;5;185566;Vraný;5482;50.327169;14.017226
19429;5;185299;Vrančice;5483;49.610716;14.0418
19430;5;65170;Vrapice;1955;50.167222;14.1625
19431;5;185604;Vratimov;5484;49.769937;18.310188
19432;5;185655;Vratislávka;5485;49.386448;16.244059
19433;5;93785;Vratišov;2919;49.360833;15.225833
19434;5;12921;Vratišov;3162;49.482222;14.460556
19435;5;55239;Vratkov;3185;49.554722;14.46
19436;5;409588;Vratkov;4317;49.795;15.703611
19437;5;185591;Vratíkov;337;49.497222;16.709722
19438;5;185582;Vratěnín;5486;48.904137;15.59518
19439;5;101010;Vračkovice;3174;49.613333;14.928889
19440;5;185213;Vračovice;5487;49.952222;16.2525
19441;5;185256;Vraňany;5488;50.317288;14.361737
19442;5;29378;Vraždovy Lhotice;977;49.640556;15.180556
19443;5;185744;Vražkov;5489;50.373508;14.268131
19444;5;185761;Vražné;5490;49.628686;17.866701
19445;5;185868;Vrbatův Kostelec;5491;49.856385;15.941094
19446;5;100269;Vrbice;3158;50.357222;14.119167
19447;5;51250;Vrbice;5493;50.089164;16.251746
19448;5;185973;Vrbice;264;49.881944;18.322222
19449;5;185965;Vrbice;5496;48.915106;16.897787
19450;5;185957;Vrbice;5495;50.369091;15.428857
19451;5;185949;Vrbice;5497;50.483275;14.286589
19452;5;185914;Vrbice;5498;50.149645;13.233803
19453;5;185884;Vrbice;5494;50.180972;15.230586
19454;5;80560;Vrbice;2498;49.745278;15.386944
19455;5;197254;Vrbice;1543;49.0297;14.0969
19456;5;176117;Vrbice;5492;49.141372;13.715808
19457;5;45519;Vrbice;1524;50.168611;13.525278
19458;5;74101;Vrbice;2276;49.584722;14.280278
19459;5;80349;Vrbice u Bezdružic;2480;49.895833;12.883333
19460;5;65391;Vrbice u Stříbra;1958;49.735556;12.948611
19461;5;185990;Vrbičany;5499;50.462683;14.084764
19462;5;185981;Vrbičany;5500;50.308172;13.995872
19463;5;149233;Vrbička;5517;50.176944;13.293333
19464;5;141810;Vrbka;448;50.391111;14.143333
19465;5;186023;Vrbka;4536;49.985556;18.0125
19466;5;159492;Vrbka;5501;49.228238;17.41314
19467;5;126128;Vrbka;3867;50.381667;13.696944
19468;5;186015;Vrbka;2154;49.748889;15.279167
19469;5;61956;Vrbno;1863;49.404444;13.8075
19470;5;45349;Vrbno;1526;50.324444;14.451667
19471;5;186031;Vrbno nad Lesy;5502;50.322602;13.907058
19472;5;186082;Vrbno pod Pradědem;5503;50.120957;17.383222
19473;5;186121;Vrbovec;5504;48.799819;16.10061
19474;5;186104;Vrbová Lhota;5505;50.112013;15.062719
19475;5;185825;Vrbátky;5506;49.50806;17.199975
19476;5;185876;Vrbčany;5507;50.050268;14.992822
19477;5;167321;Vrbětice;4976;49.835556;15.918056
19478;5;183288;Vrbětice;5391;49.113333;17.94
19479;5;401447;Vrbětín;3868;49.704722;14.706944
19480;5;410080;Vrcha;4578;49.942222;15.765
19481;5;318124;Vrchbělá;576;50.526389;14.783889
19482;5;411345;Vrchlabí;5508;50.627014;15.609474
19483;5;402206;Vrchlice;2328;49.936667;15.266667
19484;5;188531;Vrcholtovice;6164;49.598611;14.751389
19485;5;75353;Vrchoslav;2254;50.681111;13.849167
19486;5;186384;Vrchoslavice;5509;49.33302;17.218356
19487;5;186414;Vrchotice;4376;49.544444;14.56
19488;5;186481;Vrchotovy Janovice;5510;49.666889;14.577851
19489;5;186490;Vrchovany;5511;50.553208;14.571208
19490;5;138355;Vrchovina;4913;50.648333;15.071667
19491;5;186511;Vrchovina;3295;50.503889;15.541667
19492;5;186520;Vrchoviny;3345;50.367778;16.143333
19493;5;197408;Vrchovnice;5512;50.322977;15.757603
19494;5;186538;Vrchy;5513;49.750978;17.871126
19495;5;401242;Vrchy;3248;49.6075;14.705
19496;5;7773;Vrcov;316;48.917222;14.664167
19497;5;186163;Vrcovice;5514;49.344736;14.174455
19498;5;186236;Vrdy;5515;49.921585;15.47249
19499;5;116092;Vrhaveč;2107;49.687222;13.055
19500;5;186287;Vrhaveč;5516;49.345608;13.296284
19501;5;56073;Vrkoslavice;1677;50.711389;15.172778
19502;5;186546;Vroutek;5517;50.180088;13.379936
19503;5;186589;Vrskmaň;5518;50.488255;13.495714
19504;5;135771;Vrtky;5661;50.618889;14.948889
19505;5;35556;Vrtěšice;1209;49.813611;15.503611
19506;5;163473;Vrtěžíř;6222;49.501111;16.309444
19507;5;186651;Vrutice;5519;50.50219;14.289842
19508;5;150908;Vrábsko;4538;49.464444;14.104722
19509;5;185108;Vrábče;5520;48.917429;14.375921
19510;5;401170;Vráce;2880;49.727778;14.535833
19511;5;75922;Vránov;4678;49.541111;13.039722
19512;5;67318;Vrát;2019;50.634722;15.228889
19513;5;167185;Vrátkov;5521;50.04702;14.834847
19514;5;185663;Vrátno;5522;50.432669;14.693681
19515;5;185680;Vráto;5523;48.988027;14.526927
19516;5;405931;Vráž;870;49.374722;13.168056
19517;5;185710;Vráž;5525;49.983422;14.128978
19518;5;401391;Vráž;3596;49.855278;14.798889
19519;5;53473;Vrážná;729;49.459444;14.688333
19520;5;121444;Vrážné;3764;49.95;13.3325
19521;5;185752;Vrážné;5526;49.675914;16.778058
19522;5;186201;Vrčeň;5527;49.508053;13.618921
19523;5;186601;Vršce;5528;50.323906;15.323131
19524;5;301931;Vršek;1842;50.375833;12.863333
19525;5;191094;Vršice;5850;49.954167;15.0125
19526;5;42579;Vršov;1395;49.814444;15.720556
19527;5;490237;Vršovice;3903;50.068056;14.462222
19528;5;186627;Vršovice;5529;49.884821;17.935363
19529;5;186619;Vršovice;5530;50.368565;13.842096
19530;5;403415;Vršovice;1763;49.600556;14.503889
19531;5;186635;Vršovka;5531;50.323224;16.120237
19532;5;62561;Vržanov;1877;49.353611;15.751111
19533;5;414786;Vsetín;5532;49.338703;17.996209
19534;5;186970;Vsisko;5306;49.552222;17.315
19535;5;186988;Vstiš;5533;49.644694;13.248333
19536;5;187500;Vtelno;3071;50.489167;13.671944
19537;5;187534;Vydří;5534;49.092494;14.945641
19538;5;415596;Vydří Most;2340;49.045559;13.577665
19539;5;44342;Vyhlídky;1458;48.759444;14.767222
19540;5;38946;Vyhnanice;1287;49.305833;14.602778
19541;5;187542;Vyhnanice;5436;50.2;16.115
19542;5;31445;Vyhnánov;1055;50.101111;16.260278
19543;5;410136;Vyhnánov;5624;49.818056;15.898056
19544;5;115843;Vykmanov;3583;50.333611;12.958611
19545;5;92568;Vykmanov;3697;50.400278;13.068333
19546;5;187551;Vykáň;5536;50.119966;14.816787
19547;5;187747;Vyskeř;5537;50.529362;15.158037
19548;5;187755;Vyskytná;5538;49.428219;15.365553
19549;5;187771;Vyskytná nad Jihlavou;5539;49.419406;15.50817
19550;5;188395;Vysokov;5540;50.403868;16.116742
19551;5;96041;Vysoká;3117;50.461111;13.298056
19552;5;90191;Vysoká;2833;50.12;16.888889
19553;5;159093;Vysoká;4811;49.9425;15.178611
19554;5;24601;Vysoká;841;50.255833;12.902778
19555;5;187976;Vysoká;5543;50.412625;14.538266
19556;5;57894;Vysoká;1736;49.875278;16.149167
19557;5;53872;Vysoká;753;50.831667;14.980278
19558;5;121011;Vysoká;1796;49.371389;15.533889
19559;5;154016;Vysoká;4637;49.982222;12.550833
19560;5;188034;Vysoká;2495;49.5175;17.948611
19561;5;95788;Vysoká;5541;49.562321;15.62223
19562;5;188026;Vysoká;1627;49.553333;17.881667
19563;5;188191;Vysoká;2098;49.641944;14.503333
19564;5;188018;Vysoká;5544;50.26149;17.590344
19565;5;187984;Vysoká;5542;49.663636;16.810132
19566;5;96059;Vysoká Jedle;3124;50.454444;13.264167
19567;5;188042;Vysoká Lhota;5545;49.416802;15.042292
19568;5;19682;Vysoká Lhota;6032;49.864722;14.695
19569;5;188069;Vysoká Libeň;3135;50.347222;14.668889
19570;5;188077;Vysoká Libyně;5546;50.02198;13.450751
19571;5;59293;Vysoká Lípa;1775;50.855714;14.348526
19572;5;188115;Vysoká Pec;5548;50.52037;13.47035
19573;5;102661;Vysoká Pec;5547;50.346715;12.699175
19574;5;6700;Vysoká Pec;276;49.664722;13.965278
19575;5;188123;Vysoká Srbská;5549;50.487741;16.227644
19576;5;188085;Vysoká nad Labem;5550;50.153416;15.824809
19577;5;116343;Vysoká u Holic;3598;50.026389;16.055278
19578;5;188204;Vysoká u Příbramě;5551;49.634303;13.948436
19579;5;34541;Vysoká Štola;3199;50.321944;12.764722
19580;5;123200;Vysoké;5552;49.581841;15.965249
19581;5;90450;Vysoké Březno;2843;50.464444;13.570833
19582;5;188212;Vysoké Chvojno;5553;50.109029;15.973557
19583;5;80357;Vysoké Jamné;2480;49.882222;12.844444
19584;5;411493;Vysoké Mýto-Město;5554;49.953333;16.16
19585;5;188310;Vysoké Pole;5555;49.177415;17.937339
19586;5;188328;Vysoké Popovice;5556;49.18306;16.284876
19587;5;121304;Vysoké Sedliště;3740;49.833056;12.770833
19588;5;188336;Vysoké Studnice;5557;49.394058;15.730156
19589;5;73881;Vysoké Třebušice;2282;50.256389;13.396667
19590;5;188352;Vysoké Veselí;5558;50.331007;15.436397
19591;5;188301;Vysoké nad Jizerou;5559;50.685639;15.401628
19592;5;188361;Vysoké Žibřidovice;1237;50.1175;16.922778
19593;5;188417;Vysoký Chlumec;5560;49.617731;14.389806
19594;5;146391;Vysoký Les;4366;49.763611;16.293611
19595;5;90204;Vysoký Potok;2833;50.081389;16.842778
19596;5;188450;Vysoký Újezd;5561;50.24034;16.020182
19597;5;188433;Vysoký Újezd;5562;49.813385;14.476422
19598;5;188441;Vysoký Újezd;5563;49.992234;14.206303
19599;5;187852;Vysočany;5565;48.941105;15.689695
19600;5;190322;Vysočany;3356;50.216667;15.497222
19601;5;490245;Vysočany;3903;50.110278;14.5
19602;5;117145;Vysočany;3626;49.938158;12.781799
19603;5;406767;Vysočany;298;49.701389;12.756389
19604;5;48798;Vysočany;1601;50.39;13.528056
19605;5;91529;Vysočany;2862;50.008611;13.284444
19606;5;71536;Vystrkov;2172;49.546667;14.152222
19607;5;68861;Vystrkov;5567;49.519735;15.348834
19608;5;408611;Vystrkov;650;50.643333;14.9225
19609;5;188468;Vystrčenovice;5568;49.151197;15.530474
19610;5;188476;Vyšehněvice;5569;50.102351;15.583705
19611;5;85120;Vyšehorky;2798;49.768889;16.876111
19612;5;188506;Vyšehořovice;5570;50.117847;14.773765
19613;5;188484;Vyšehoří;5571;49.933631;16.878431
19614;5;127302;Vyšehrad;3903;50.063333;14.416111
19615;5;188549;Vyšetice;6164;49.604444;14.772222
19616;5;412694;Vyškov-Město;5572;49.277778;16.999444
19617;5;412708;Vyškov-Předměstí;5572;49.283056;17.003056
19618;5;188859;Vyškovec;5573;48.940458;17.852481
19619;5;188875;Vyšné;3338;48.787778;14.868333
19620;5;188921;Vyšní Lhoty;5574;49.635791;18.456946
19621;5;23019;Vyšný;6056;48.828889;14.300278
19622;5;164224;Vyšovatka;457;49.040833;13.831111
19623;5;193321;Vyšínek;5774;50.298611;14.067778
19624;5;188999;Vyšší Brod;5575;48.616063;14.311815
19625;5;189031;Vyžice;5576;49.923223;15.621125
19626;5;189049;Vyžlovka;5577;49.984718;14.789153
19627;5;175951;Václavice;5578;49.789375;14.613598
19628;5;408425;Václavice;1611;50.856667;14.911944
19629;5;133906;Václavice;3941;50.391111;16.124722
19630;5;30317;Václavky;1020;49.851111;16.243889
19631;5;176001;Václavov;5816;49.907778;16.829167
19632;5;55034;Václavov;3990;48.985833;15.425833
19633;5;16411;Václavov;483;49.433333;13.956111
19634;5;66338;Václavovice;1976;49.800556;18.147778
19635;5;176036;Václavovice;5580;49.755289;18.372243
19636;5;404543;Václavské Předměstí;3986;49.311389;14.132778
19637;5;176052;Václavy;5581;50.063779;13.594481
19638;5;196533;Václaví;4262;50.565556;15.249167
19639;5;188409;Vápenice;5560;49.619722;14.408056
19640;5;108669;Vápenice;3421;49.665556;14.23
19641;5;176885;Vápenice;5582;48.967809;17.841205
19642;5;154849;Vápenka;4773;50.544167;16.130278
19643;5;415006;Vápenky;3293;48.875;17.633889
19644;5;176907;Vápenná;5583;50.283389;17.097692
19645;5;176940;Vápenný Podol;5584;49.88908;15.666802
19646;5;48364;Vápensko;2124;50.214722;14.930278
19647;5;39012;Vápno;1290;50.624722;14.915833
19648;5;176958;Vápno;5585;50.10427;15.532968
19649;5;176966;Vápovice;5586;49.154826;15.580721
19650;5;177199;Vávrovice;3526;49.9744;17.8639
19651;5;74993;Vážany;2242;49.28;17.386944
19652;5;177296;Vážany;5588;49.034464;17.311932
19653;5;177288;Vážany;5589;49.531215;16.688727
19654;5;177300;Vážany;5587;49.24437;17.050242
19655;5;177334;Vážany nad Litavou;5590;49.128841;16.857083
19656;5;179973;Vémyslice;5591;49.022077;16.256801
19657;5;38555;Véska;1272;49.7225;17.811667
19658;5;180980;Véska;942;49.658333;17.356667
19659;5;180998;Vésky;5163;49.044167;17.498889
19660;5;181471;Vícemil;5592;49.263918;14.894304
19661;5;15172;Vícemilice;485;49.1425;17.020556
19662;5;159999;Vícemily;4858;49.0497;13.8394
19663;5;181455;Víceměřice;5593;49.344071;17.171824
19664;5;29441;Vícenice;5594;49.089075;15.812147
19665;5;167681;Vícenice;1966;49.446667;13.299444
19666;5;181480;Vícenice u Náměště nad Oslavou;5595;49.202659;16.126009
